Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9689686
,CISS.D.U2.Z0Z.4F.EC.SS_BM.CON,CISS.D.U2.Z0Z.4F.EC.SS_CI.IDX,CISS.D.U2.Z0Z.4F.EC.SS_CO.CON,CISS.D.U2.Z0Z.4F.EC.SS_EM.CON,CISS.D.U2.Z0Z.4F.EC.SS_FI.CON,CISS.D.U2.Z0Z.4F.EC.SS_FX.CON,CISS.D.U2.Z0Z.4F.EC.SS_MM.CON,CISS.D.US.Z0Z.4F.EC.SS_CI.IDX,CISS.M.AT.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.BE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.CZ.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.DE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.DK.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.ES.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.FI.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.FR.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.GB.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.GR.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.HU.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.IE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.IT.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.NL.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.PL.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.PT.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.SE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.U2.Z0Z.4F.EC.SOV_EW.IDX,CISS.M.U2.Z0Z.4F.EC.SOV_GDPW.IDX
1997-10-31,,,,,,,,0.0788,,,,,,,,,,,,,,,,,,,
1997-10-24,,,,,,,,0.0458,,,,,,,,,,,,,,,,,,,
1997-10-17,,,,,,,,0.0281,,,,,,,,,,,,,,,,,,,
1997-10-10,,,,,,,,0.0435,,,,,,,,,,,,,,,,,,,
1997-10-03,,,,,,,,0.0344,,,,,,,,,,,,,,,,,,,
1997-09-26,,,,,,,,0.0381,,,,,,,,,,,,,,,,,,,
1997-09-19,,,,,,,,0.0453,,,,,,,,,,,,,,,,,,,
1997-09-12,,,,,,,,0.0343,,,,,,,,,,,,,,,,,,,
1997-09-05,,,,,,,,0.0267,,,,,,,,,,,,,,,,,,,
1997-08-29,,,,,,,,0.0190,,,,,,,,,,,,,,,,,,,
1997-08-22,,,,,,,,0.0512,,,,,,,,,,,,,,,,,,,
1997-08-15,,,,,,,,0.0500,,,,,,,,,,,,,,,,,,,
1997-08-08,,,,,,,,0.0471,,,,,,,,,,,,,,,,,,,
1997-08-01,,,,,,,,0.0346,,,,,,,,,,,,,,,,,,,
1997-07-25,,,,,,,,0.0460,,,,,,,,,,,,,,,,,,,
1997-07-18,,,,,,,,0.0440,,,,,,,,,,,,,,,,,,,
1997-07-11,,,,,,,,0.0329,,,,,,,,,,,,,,,,,,,
1997-07-04,,,,,,,,0.0510,,,,,,,,,,,,,,,,,,,
1997-06-27,,,,,,,,0.0621,,,,,,,,,,,,,,,,,,,
1997-06-20,,,,,,,,0.0187,,,,,,,,,,,,,,,,,,,
1997-06-13,,,,,,,,0.0479,,,,,,,,,,,,,,,,,,,
1997-06-06,,,,,,,,0.0574,,,,,,,,,,,,,,,,,,,
1997-05-30,,,,,,,,0.0402,,,,,,,,,,,,,,,,,,,
1997-05-23,,,,,,,,0.0673,,,,,,,,,,,,,,,,,,,
1997-05-16,,,,,,,,0.0680,,,,,,,,,,,,,,,,,,,
1997-05-09,,,,,,,,0.0718,,,,,,,,,,,,,,,,,,,
1997-05-02,,,,,,,,0.0815,,,,,,,,,,,,,,,,,,,
1997-04-25,,,,,,,,0.0557,,,,,,,,,,,,,,,,,,,
1997-04-18,,,,,,,,0.0483,,,,,,,,,,,,,,,,,,,
1997-04-11,,,,,,,,0.0763,,,,,,,,,,,,,,,,,,,
1997-04-04,,,,,,,,0.0826,,,,,,,,,,,,,,,,,,,
1997-03-28,,,,,,,,0.0756,,,,,,,,,,,,,,,,,,,
1997-03-21,,,,,,,,0.0395,,,,,,,,,,,,,,,,,,,
1997-03-14,,,,,,,,0.0656,,,,,,,,,,,,,,,,,,,
1997-03-07,,,,,,,,0.0482,,,,,,,,,,,,,,,,,,,
1997-02-28,,,,,,,,0.0604,,,,,,,,,,,,,,,,,,,
1997-02-21,,,,,,,,0.0363,,,,,,,,,,,,,,,,,,,
1997-02-14,,,,,,,,0.0578,,,,,,,,,,,,,,,,,,,
1997-02-07,,,,,,,,0.0608,,,,,,,,,,,,,,,,,,,
1997-01-31,,,,,,,,0.0743,,,,,,,,,,,,,,,,,,,
1997-01-24,,,,,,,,0.0725,,,,,,,,,,,,,,,,,,,
1997-01-17,,,,,,,,0.0685,,,,,,,,,,,,,,,,,,,
1997-01-10,,,,,,,,0.0713,,,,,,,,,,,,,,,,,,,
1997-01-03,,,,,,,,0.1055,,,,,,,,,,,,,,,,,,,
1996-12-27,,,,,,,,0.0217,,,,,,,,,,,,,,,,,,,
1996-12-20,,,,,,,,0.0975,,,,,,,,,,,,,,,,,,,
1996-12-13,,,,,,,,0.1202,,,,,,,,,,,,,,,,,,,
1996-12-06,,,,,,,,0.0918,,,,,,,,,,,,,,,,,,,
1996-11-29,,,,,,,,0.0366,,,,,,,,,,,,,,,,,,,
1996-11-22,,,,,,,,0.0348,,,,,,,,,,,,,,,,,,,
1996-11-15,,,,,,,,0.0258,,,,,,,,,,,,,,,,,,,
1996-11-08,,,,,,,,0.0759,,,,,,,,,,,,,,,,,,,
1996-11-01,,,,,,,,0.0843,,,,,,,,,,,,,,,,,,,
1996-10-25,,,,,,,,0.0378,,,,,,,,,,,,,,,,,,,
1996-10-18,,,,,,,,0.0398,,,,,,,,,,,,,,,,,,,
1996-10-11,,,,,,,,0.0489,,,,,,,,,,,,,,,,,,,
1996-10-04,,,,,,,,0.0793,,,,,,,,,,,,,,,,,,,
1996-09-27,,,,,,,,0.0682,,,,,,,,,,,,,,,,,,,
1996-09-20,,,,,,,,0.0568,,,,,,,,,,,,,,,,,,,
1996-09-13,,,,,,,,0.0998,,,,,,,,,,,,,,,,,,,
1996-09-06,,,,,,,,0.0373,,,,,,,,,,,,,,,,,,,
1996-08-30,,,,,,,,0.0688,,,,,,,,,,,,,,,,,,,
1996-08-23,,,,,,,,0.0348,,,,,,,,,,,,,,,,,,,
1996-08-16,,,,,,,,0.0594,,,,,,,,,,,,,,,,,,,
1996-08-09,,,,,,,,0.0272,,,,,,,,,,,,,,,,,,,
1996-08-02,,,,,,,,0.1324,,,,,,,,,,,,,,,,,,,
1996-07-26,,,,,,,,0.0691,,,,,,,,,,,,,,,,,,,
1996-07-19,,,,,,,,0.1321,,,,,,,,,,,,,,,,,,,
1996-07-12,,,,,,,,0.0877,,,,,,,,,,,,,,,,,,,
1996-07-05,,,,,,,,0.1143,,,,,,,,,,,,,,,,,,,
1996-06-28,,,,,,,,0.0471,,,,,,,,,,,,,,,,,,,
1996-06-21,,,,,,,,0.0334,,,,,,,,,,,,,,,,,,,
1996-06-14,,,,,,,,0.0243,,,,,,,,,,,,,,,,,,,
1996-06-07,,,,,,,,0.0641,,,,,,,,,,,,,,,,,,,
1996-05-31,,,,,,,,0.0487,,,,,,,,,,,,,,,,,,,
1996-05-24,,,,,,,,0.0349,,,,,,,,,,,,,,,,,,,
1996-05-17,,,,,,,,0.0577,,,,,,,,,,,,,,,,,,,
1996-05-10,,,,,,,,0.0640,,,,,,,,,,,,,,,,,,,
1996-05-03,,,,,,,,0.0473,,,,,,,,,,,,,,,,,,,
1996-04-26,,,,,,,,0.0284,,,,,,,,,,,,,,,,,,,
1996-04-19,,,,,,,,0.0584,,,,,,,,,,,,,,,,,,,
1996-04-12,,,,,,,,0.0742,,,,,,,,,,,,,,,,,,,
1996-04-05,,,,,,,,0.0376,,,,,,,,,,,,,,,,,,,
1996-03-29,,,,,,,,0.0415,,,,,,,,,,,,,,,,,,,
1996-03-22,,,,,,,,0.0491,,,,,,,,,,,,,,,,,,,
1996-03-15,,,,,,,,0.0443,,,,,,,,,,,,,,,,,,,
1996-03-08,,,,,,,,0.0790,,,,,,,,,,,,,,,,,,,
1996-03-01,,,,,,,,0.0522,,,,,,,,,,,,,,,,,,,
1996-02-23,,,,,,,,0.0668,,,,,,,,,,,,,,,,,,,
1996-02-16,,,,,,,,0.0244,,,,,,,,,,,,,,,,,,,
1996-02-09,,,,,,,,0.0350,,,,,,,,,,,,,,,,,,,
1996-02-02,,,,,,,,0.0612,,,,,,,,,,,,,,,,,,,
1996-01-26,,,,,,,,0.0311,,,,,,,,,,,,,,,,,,,
1996-01-19,,,,,,,,0.0559,,,,,,,,,,,,,,,,,,,
1996-01-12,,,,,,,,0.0723,,,,,,,,,,,,,,,,,,,
1996-01-05,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,
1995-12-29,,,,,,,,0.0297,,,,,,,,,,,,,,,,,,,
1995-12-22,,,,,,,,0.0913,,,,,,,,,,,,,,,,,,,
1995-12-15,,,,,,,,0.0130,,,,,,,,,,,,,,,,,,,
1995-12-08,,,,,,,,0.0256,,,,,,,,,,,,,,,,,,,
1995-12-01,,,,,,,,0.0181,,,,,,,,,,,,,,,,,,,
1995-11-24,,,,,,,,0.0069,,,,,,,,,,,,,,,,,,,
1995-11-17,,,,,,,,0.0167,,,,,,,,,,,,,,,,,,,
1995-11-10,,,,,,,,0.0177,,,,,,,,,,,,,,,,,,,
1995-11-03,,,,,,,,0.0210,,,,,,,,,,,,,,,,,,,
1995-10-27,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,
1995-10-20,,,,,,,,0.0093,,,,,,,,,,,,,,,,,,,
1995-10-13,,,,,,,,0.0208,,,,,,,,,,,,,,,,,,,
1995-10-06,,,,,,,,0.0126,,,,,,,,,,,,,,,,,,,
1995-09-29,,,,,,,,0.0180,,,,,,,,,,,,,,,,,,,
1995-09-22,,,,,,,,0.0254,,,,,,,,,,,,,,,,,,,
